,USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
2109,060990,99999,HAVNEBY,DK,,,55.083,8.567,3.0,19781201,20030512
2110,060994,99999,OKSBOEL,DK,,EKOX,55.583,8.25,17.0,20050530,20210826
2111,061000,99999,VANDEL,DK,,EKVA,55.7,9.2,73.0,19730102,19971219
2112,061020,99999,HORSENS/BYGHOLM,DK,,,55.867,9.783,24.0,20120411,20231006
2113,061040,99999,BILLUND,DK,,EKBI,55.74,9.152,75.3,19730101,20231006
2114,061050,99999,,,,,,,,19740613,19740805
2115,061060,99999,TVINGSTRUP,DA,,,55.917,9.917,70.0,19750911,19900131
2116,061070,99999,HORNS REV (DEAD),DK,,,55.567,7.333,1.0,19730101,19801024
2117,061080,99999,KOLDING VAMDRUP,DK,,EKVD,55.436,9.331,43.6,19900911,20231006
2118,061090,99999,ASKOV,DK,,,55.467,9.117,62.0,20120411,20231006
2119,061100,99999,SKRYDSTRUP,DK,,EKSP,55.226,9.264,43.0,19730101,20231006
2120,061110,99999,BAAGOE,DK,,,55.3,9.8,2.0,19740805,19971229
2121,061150,99999,MOLLEHUS,DA,,,54.9,8.833,1.0,19740915,19891031
2122,061160,99999,ST. JYNDEVAD (AUT),DA,,,54.9,9.167,0.0,19840904,19880623
2123,061180,99999,SONDERBORG,DK,,EKSB,54.964,9.792,7.3,19730621,20231006
2124,061190,99999,KEGNAES,DK,,,54.85,9.983,19.0,19730101,20231006
2125,061200,99999,ODENSE,DK,,EKOD,55.477,10.331,17.1,19730101,20231006
2126,061230,99999,ASSENS/TOROE,DK,,,55.25,9.883,3.0,20010601,20231006
2127,061240,99999,SYDFYNS/TASINGE ISL,DK,,EKST,55.017,10.567,6.0,19830401,20231006
2128,061245,99999,AVNO AIR BASE,DK,,EKAV,55.083,11.783,4.0,20120704,20231006
2129,061260,99999,AARSLEV,DK,,,55.317,10.433,51.0,20120411,20231006
2130,061280,99999,MIDDLEFART,DK,,,55.517,9.767,28.0,20020112,20060418
2131,061310,99999,VESBORG,DK,,,55.767,10.55,5.0,19830201,19960416
2132,061350,99999,FLAKKEBJERG,DK,,,55.317,11.383,34.0,20120411,20231006
2133,061360,99999,TYSTOFTE,DK,,,55.25,11.333,12.0,20050405,20231006
2134,061370,99999,HATTER BARN,DA,,,55.867,10.933,0.0,19850802,19851226
2135,061380,99999,LANGOE,DK,,,54.817,11.0,4.0,20010726,20231006
2136,061390,99999,KELDSNOR,DA,,,54.733,10.733,8.0,19830201,19910331
2137,061400,99999,NAKSKOV AIRPORT,DK,,,54.817,11.133,-1.0,19880601,19890413
2138,061410,99999,ABED,DK,,,54.833,11.333,9.0,20010919,20231006
2139,061420,99999,ALBUEN,DK,,,54.833,10.967,6.0,19911002,19971231
2140,061430,99999,LOLLAND FALSTER MARIBO,DK,,EKMB,54.699,11.44,4.9,19860401,19971231
2141,061440,99999,BOGUS DANISH,DK,,,0.0,0.0,-999.0,19730624,19850919
2142,061441,99999,MARIBO AIRPORT,DA,,,54.7,11.45,5.0,19850921,19880104
2143,061443,99999,MARIBO AIRPORT,DK,,,54.7,11.433,5.0,19880105,19901016
2144,061470,99999,VINDEBAEK KYST,DK,,,54.883,12.183,3.0,19730101,20231006
2145,061490,99999,GEDSER,DK,,,54.567,11.95,5.0,19530101,20231006
2146,061500,99999,AVNO(DAFB),DK,,,55.083,11.783,4.0,19730102,19970728
2147,061510,99999,OMOE,DK,,,55.167,11.133,3.0,19730101,20231006
2148,061520,99999,GLUMSO-ON-SJAELLAND,DA,,,55.35,11.683,25.0,19730401,19841231
2149,061530,99999,TYVELSE,DK,,,55.383,11.683,38.0,19801003,19971214
2150,061540,99999,BRANDELEV,DK,,,55.2,11.867,46.0,20120411,20231006
2151,061551,99999,RINGSTED ARPT,DK,,EKRS,55.426,11.807,35.1,20190301,20230905
2152,061560,99999,HOLBAEK,DK,,,55.733,11.6,13.0,19740805,20231006
2153,061570,99999,,,,,,,,19730103,19750509
2154,061580,99999,KALUNDBORG,DK,,,55.667,11.1,2.0,19840814,20060113
2155,061590,99999,ROESNAES,DK,,,55.75,10.867,15.0,19740906,20231006
2156,061600,99999,VAERLOSE,DK,,EKVL,55.767,12.343,18.0,19391101,19971231
2157,061610,99999,SPODSBJERG,DK,,,55.983,11.867,5.0,19830401,20031208
2158,061620,99999,KRONBORG,DK,,,56.033,12.633,5.0,20010726,20010726
2159,061640,99999,HESSELO ISL (AUT),DK,,,56.2,11.717,8.0,19850102,20040330
2160,061650,99999,HESSELOE,DK,,,56.2,11.717,18.0,20010919,20230620
2161,061655,99999,COPENHAGEN/ROSKILDE,DK,,,55.583,12.133,45.0,19740613,19770323
2162,061680,99999,NAKKEHOVED,DK,,,56.117,12.35,43.0,19881101,20231006
