,USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
13171,620180,99999,ABU NJAYM,LY,,,30.355,15.254,90.0,20041121,20231006
13172,620190,99999,SIRTE,LY,,,31.2,16.583,14.0,19490130,20231006
13173,620525,99999,MITIGA,LY,,HLLM,32.894,13.276,11.0,20050507,20230911
13174,620530,99999,BENINA AIRPORT,LY,,HLLB,32.097,20.269,132.0,19431031,20231006
13175,620540,99999,AL-MARJ,LY,,,32.517,20.883,335.0,20050317,20231006
13176,620550,99999,AGEDABIA,LY,,,30.717,20.167,7.0,19490130,20201025
13177,620560,99999,SHAHAT,LY,,,32.8,21.883,648.0,19490129,20230408
13178,620590,99999,DERNA,LY,,,32.783,22.583,26.0,19490129,20231002
13179,620620,99999,TOBRUK,LY,,,32.1,23.933,51.0,19441027,20231006
13180,620630,99999,TOBRUK,LY,,HLGN,31.867,23.9,158.0,19490129,20020308
13181,621010,99999,MOORED BUOY,US,,,50.6,-2.933,-999.0,20080721,20080721
13182,621030,99999,GHADAMES EAST,LY,,HLTD,30.152,9.715,342.0,19570101,20231006
13183,621110,99999,MOORED BUOY,US,,,58.9,-0.2,-999.0,20041118,20041118
13184,621130,99999,MOORED BUOY,US,,,58.4,0.3,-999.0,20040726,20040726
13185,621160,99999,MOORED BUOY,US,,,58.1,1.8,-999.0,20040829,20040829
13186,621170,99999,MOORED BUOY,US,,,57.9,0.1,-999.0,20040726,20040726
13187,621200,99999,GARIAT EL-SHARGHIA,LY,,,30.383,13.583,497.0,19730101,20231006
13188,621210,99999,EL HAMADA,LY,,,29.517,12.933,623.0,20040517,20150905
13189,621220,99999,MOORED BUOY,US,,,56.5,2.017,-999.0,20040801,20040801
13190,621240,99999,SEBHA,LY,,HLLS,26.987,14.473,434.9,19611204,20231006
13191,621250,99999,MOORED BUOY,US,,,53.8,-3.8,-999.0,20081204,20081204
13192,621260,99999,MOORED BUOY,US,,,53.8,-3.6,-999.0,20041030,20041101
13193,621300,99999,MOORED BUOY,US,,,53.0,1.7,-999.0,20041110,20041110
13194,621310,99999,HON,LY,,,29.117,15.95,267.0,19490130,20231006
13195,621370,99999,PLATFORM NO. 62137,US,,,57.35,1.467,0.0,20040726,20040726
13196,621430,99999,MOORED BUOY,US,,,58.3,0.4,-999.0,20040726,20040726
13197,621450,99999,MARADA,LY,,,29.467,19.333,37.0,20080901,20140304
13198,621500,99999,MOORED BUOY,US,,,58.0,0.6,-999.0,20041202,20041224
13199,621610,99999,JALO,LY,,,29.033,21.567,60.0,19490129,20231006
13200,621760,99999,GIGHBUB,LY,,,29.75,24.533,-1.0,19490131,20231006
13201,622000,99999,OBARI,LY,,HLUB,26.6,12.783,463.0,19880502,20231006
13202,622120,99999,GHAT,LY,,HLGT,25.146,10.143,699.8,19811201,20231006
13203,622250,99999,TRAGEN,LY,,,25.933,14.45,421.0,20080901,20231004
13204,622590,99999,TAZERBO,LY,,,25.673,21.091,261.2,19620403,20231006
13205,622710,99999,KUFRA,LY,,HLKF,24.179,23.314,416.7,19490129,20231006
13206,623000,99999,SALLOUM,EG,,,31.533,25.183,6.0,19370103,19971002
13207,623010,99999,SIDI BARRANI,EG,,,31.617,25.9,23.0,19990128,20140211
13208,623030,99999,SIDI BARRANI,EG,,,31.633,25.967,23.0,19570101,20230611
13209,623050,99999,SALLUM PLATEAU,EG,,,31.567,25.133,6.0,19951214,20231006
13210,623060,99999,MERSA MATRUH,EG,,HEMM,31.325,27.222,28.7,19370103,20231006
13211,623080,99999,RAS EL HIKMA / QISM MOURSY MATROUH,EG,,,31.117,27.867,40.0,20010805,20211016
13212,623090,99999,DABAA,EG,,,31.017,28.433,18.0,19570102,20231006
13213,623150,99999,PORT ALEXANDRIA,EG,,,31.183,29.867,14.0,20010711,20230210
13214,623180,99999,ALEXANDRIA INTL,EG,,HEAX,31.184,29.949,-1.8,19370103,20231006
13215,623190,99999,,,,,,,,20010729,20041212
13216,623240,99999,ROSETTA,EG,,,31.45,30.367,1.0,20020312,20150803
13217,623250,99999,BALTIM,EG,,,31.55,31.1,2.0,19940801,20231006
13218,623290,99999,PORT DAMIETTA,EG,,,31.467,31.767,4.0,19370103,20160210
13219,623300,99999,DAMIETTA,EG,,,31.417,31.817,1.0,20010823,20141105
13220,623320,99999,PORT SAID/EL GAMIL,EG,,,31.283,32.233,6.0,19870901,20230315
13221,623330,99999,PORT SAID,EG,,,31.267,32.3,6.0,19490301,20231006
13222,623350,99999,RAFH-AGRIMET,EG,,,31.2,34.2,73.0,20031230,20230202
13223,623360,99999,EL ARISH-AGRIMET,EG,,,31.083,33.817,27.0,19381103,20220824
13224,623370,99999,EL ARISH INTL,EG,,HEAR,31.073,33.836,36.9,19850601,20231006
13225,623380,99999,GHAZZA,EG,,,31.5,34.45,16.0,19600102,20210901
13226,623390,99999,DAMANHOUR,EG,,,31.033,30.467,2.0,19890329,20220509
13227,623430,99999,AD DANABIQ,EG,,,31.05,31.467,7.0,19600101,19660920
13228,623450,99999,TAHRIR,EG,,,30.65,30.7,15.0,19880604,20230203
13229,623480,99999,TANTA,EG,,,30.783,31.0,12.0,19600101,20160212
13230,623570,99999,WADI EL NATROON,EG,,,30.4,30.35,1.0,19960407,20231006
13231,623600,99999,SHEBIN EL KOM,EG,,,30.6,31.017,11.0,20011029,20201030
13232,623601,99999,BORG EL ARAB INTL,EG,,HEBA,30.918,29.696,53.9,20040510,20231006
13233,623630,99999,BANHA,EG,,,30.467,31.183,14.0,20010729,20230404
13234,623660,99999,CAIRO INTL,EG,,HECA,30.122,31.406,116.4,19431031,20231006
13235,623661,99999,MARSA ALAM INTL,EG,,HEMA,25.557,34.582,76.5,20040510,20231006
13236,623662,99999,ISMALIA,EG,,,30.583,32.25,3.0,20080101,20211212
13237,623663,99999,MINYA,EG,,HEAM,28.0,30.75,1.0,20070819,20091027
13238,623664,99999,ST CATHERINE INTL,EG,,,28.683,34.067,1331.0,20070822,20230927
13239,623665,99999,EDFU,EG,,,24.983,32.867,85.0,20090508,20230826
13240,623670,99999,CAIRO ALMAZA,EG,,,30.083,31.367,51.0,19370103,19400531
13241,623680,99999,CAIRO WEST,EG,,,30.117,30.917,151.0,19730101,20170703
13242,623690,99999,BAHTIM,EG,,,30.133,31.25,16.0,20010924,20020601
13243,623710,99999,CAIRO H.Q.,EG,,,30.083,31.283,26.0,19990409,20030529
13244,623720,99999,CAIRO /ALMAZA,EG,,,30.1,31.367,74.1,19490322,19521231
13245,623730,99999,EMBABA,EG,,,30.067,31.183,19.0,19740423,20081211
13246,623750,99999,GIZA-AGRIMET,EG,,,30.05,31.217,18.0,20011016,20170609
13247,623780,99999,HELWAN,EG,,HE15,29.867,31.333,141.0,19381002,20210201
13248,623810,99999,FAYOUM,EG,,,29.3,30.85,23.0,19600101,20160422
13249,623860,99999,MINYA,EG,,,28.083,30.733,40.0,19881006,20040921
13250,623870,99999,MINYA,EG,,HE25,28.083,30.733,37.2,19381002,20231006
13251,623890,99999,MALAWY-AGRIMET,EG,,,27.7,30.75,44.0,20031230,20131021
13252,623920,99999,ASYUT-AGRIMET,EG,,,27.2,31.167,52.0,19380208,20051107
13253,623930,99999,ASYUT INTL,EG,,HEAT,27.047,31.012,235.3,19490323,20231006
13254,623970,99999,SOHAG AIRPORT,EG,,HEMK,26.333,31.75,92.7,19990101,20160325
13255,623980,99999,SOHAG INTL AIRPORT,EG,,HESG,26.333,31.733,92.7,20070215,20231006
13256,624020,99999,QENA,EG,,,26.183,32.733,74.0,19381001,20230802
13257,624030,99999,SOUTH OF VALLEY UNIVERSITY,EG,,,26.2,32.75,96.0,20040510,20231006
13258,624050,99999,LUXOR INTL,EG,,HELX,25.671,32.707,89.6,19431130,20231006
13259,624080,99999,EDFOU,EG,,,24.983,32.817,89.0,20080523,20080523
13260,624110,99999,DARAW,EG,,HE23,24.416,32.956,99.1,19850508,19971213
13261,624140,99999,ASWAN INTL,EG,,HESN,23.964,32.82,201.8,19370103,20231006
13262,624160,99999,SIWA OASIS ARPT,EG,,HESW,29.346,25.507,101.0,20010707,20231006
13263,624170,99999,SIWA,EG,,,29.2,25.483,-15.0,19370103,20220808
13264,624190,99999,ABU SIMBEL,EG,,HEBL,22.376,31.612,187.8,19730723,20231006
13265,624200,99999,BAHARIA,EG,,,28.333,28.867,130.0,19490905,20231006
13266,624210,99999,,,,,,,,19870519,19870519
13267,624230,99999,FARAFRA,EG,,,27.05,27.983,78.0,19500313,20231006
13268,624250,99999,SHARK EL OWEINAT INTL,EG,,HEOW,22.586,28.717,261.8,20010713,20230109
13269,624320,99999,DAKHLA,EG,,,25.5,28.967,117.0,19380310,20230918
13270,624350,99999,KHARGA,EG,,,25.45,30.533,73.0,19570101,20231006
13271,624380,99999,ABU SUWAYR,EG,,,30.567,32.1,16.0,19581102,20080628
13272,624400,99999,ISMAILIA,EG,,HEIS,30.6,32.25,12.5,19431031,20231006
13273,624410,99999,ISMAILIA          &,EG,,,30.6,32.283,3.0,19370103,19881010
13274,624440,99999,FAID,EG,,,30.317,32.283,11.0,19490304,19521231
13275,624470,99999,MADIYAH,EG,,,30.05,32.533,14.0,19490304,19520105
13276,624490,99999,PORT TAWFIK,EG,,,29.933,32.567,4.0,19791017,20041115
13277,624500,99999,EL-SUEZ,EG,,,29.867,32.467,3.6,19600101,20190819
13278,624520,99999,NEKHEL,EG,,,29.917,33.733,403.0,20010916,20231006
13279,624530,99999,ELHASANA,EG,,,30.45,33.767,255.0,20040115,20210106
13280,624540,99999,BEAR EL ABD,EG,,,30.967,32.767,24.0,20040617,20160913
13281,624550,99999,RAS SEDR,EG,,,29.583,32.717,16.0,19960201,20231006
13282,624560,99999,TABA AIRPORT (RAS ELNAKB),EG,,,29.6,34.783,749.0,20040518,20120730
13283,624570,99999,SANT KATREIN AIRPORT,EG,,,28.683,34.05,1331.0,20110114,20121116
13284,624580,99999,ABURDEES,EG,,,28.9,33.183,8.0,20010903,20231006
13285,624590,99999,EL TOR,EG,,HETR,28.209,33.646,35.1,19381101,20231006
13286,624620,99999,JIYANKLIS NEW,EG,,HEGS,30.82,30.191,14.9,19490301,20220924
13287,624630,99999,HURGHADA INTL,EG,,HEGN,27.178,33.799,15.8,19900215,20231006
13288,624639,99999,SHARM EL SHEIKH INT,EG,,,27.967,34.383,45.0,19970901,20231006
13289,624640,99999,HURGUADA,EG,,,27.283,33.733,7.0,20100626,20140907
13290,624650,99999,KOSSEIR,EG,,,26.133,34.25,11.0,19381002,20231006
13291,624655,99999,TABA INTL,EG,,,29.6,34.767,768.0,19990710,20221214
13292,624670,99999,DAHAB,EG,,,28.483,34.5,19.0,20040222,20230410
13293,624760,99999,SHALATIN,EG,,,23.133,35.583,21.0,20030330,20231006
13294,625600,99999,MOORED BUOY,US,,,30.1,-19.4,-999.0,20040304,20041109
13295,625630,99999,MOORED BUOY,US,,,31.2,-13.5,-999.0,20040419,20040611
13296,625650,99999,MOORED BUOY,US,,,28.1,-15.1,-999.0,20040128,20040820
13297,625660,99999,MOORED BUOY,US,,,29.5,-14.4,-999.0,20041021,20041021
13298,625750,99999,MOORED BUOY,US,,,27.6,-16.1,-999.0,20031204,20041004
13299,625760,99999,MOORED BUOY,US,,,27.3,-18.1,-999.0,20040706,20080606
13300,626000,99999,HALFA (WADI),SD,,HSSW,21.817,31.483,183.0,19490130,19971231
13301,626150,99999,HALIB,SD,,,22.217,36.65,2.0,19741008,20021211
13302,626200,99999,STATION NO 6 *,SD,,,20.75,32.55,468.0,19490130,20050528
13303,626350,99999,ARBAT,SD,,,19.833,36.967,120.0,20010717,20080525
13304,626400,99999,ABU HAMED,SD,,,19.533,33.317,312.0,19490209,19971231
13305,626410,99999,PORT SUDAN,SD,,HSSP,19.583,37.217,3.0,19490205,19971231
13306,626414,99999,PORT SUDAN,SD,,HSPN,19.434,37.234,41.1,20030218,20230414
13307,626500,99999,DONGOLA,SD,,HSDN,19.154,30.43,235.6,19490301,20230415
13308,626520,99999,SUAKIN,SD,,,19.1,37.333,3.0,20010809,20220808
13309,626600,99999,KARIMA,SD,,,18.55,31.85,249.0,19490130,19971229
13310,626610,99999,GEBEIT,SD,,,18.95,36.833,796.0,19490209,20180509
13311,626700,99999,HAIYA,SU,,,18.333,36.367,639.0,19490130,19740806
13312,626710,99999,TOKAR,SD,,,18.433,37.733,19.0,19490811,20140706
13313,626750,99999,AGIG,SD,,,18.233,38.183,2.0,19741008,20030422
13314,626800,99999,ATBARA,SD,,HSAT,17.7,33.967,345.0,19490130,19971231
13315,626810,99999,DERUDEB,SD,,,17.55,36.1,508.0,20010712,20041025
13316,626820,99999,HUDEIBA,SD,,,17.567,33.933,350.0,20040227,20200902
13317,627000,99999,SHENDI,SD,,HSND,16.7,33.433,360.0,19490303,20190508
13318,627210,99999,KHARTOUM,SD,,HSSS,15.589,32.553,385.6,19421031,20230415
13319,627220,99999,AROMA,SD,,,15.833,36.15,431.0,19490302,20150717
13320,627230,99999,SHAMBAT OBSERVATORY,SD,,,15.667,32.533,380.0,19510713,20190508
13321,627300,99999,KASSALA,SD,,HSKA,15.387,36.329,509.3,19490130,19971231
13322,627330,99999,HALFA EL GAIDIDA,SD,,,15.317,35.6,451.0,19740221,20230627
13323,627350,99999,SHOWAK,SD,,,14.217,35.85,511.0,20010712,20050808
13324,627500,99999,ED DUEIM,SD,,,14.0,32.333,378.0,19490301,19971230
13325,627510,99999,WAD MEDANI,SD,,,14.4,33.483,408.0,19490130,19971231
13326,627520,99999,GEDAREF/AZAZA,SD,,HSGF,14.033,35.4,599.0,19490305,19971231
13327,627560,99999,SAVDIRI,SD,,,14.417,29.083,536.0,20010731,20101001
13328,627600,99999,EL FASHIR,SD,,HSFS,13.615,25.325,729.4,19430401,20230413
13329,627610,99999,HAG ABDULLA,SD,,,13.95,33.583,417.0,20010705,20120226
13330,627620,99999,SENNAR,SD,,HSNR,13.55,33.617,418.0,19790102,20230911
13331,627700,99999,GENEINA,SD,,HSGN,13.483,22.45,805.0,19430401,20230410
13332,627710,99999,EL OBEID,SD,,HSOB,13.153,30.233,587.3,19490130,20230415
13333,627720,99999,KOSTI/RABAK,SD,,HSKI,13.167,32.667,381.0,19490130,19971231
13334,627730,99999,SINGA,SU,,,13.15,33.95,429.0,19490130,19521225
13335,627740,99999,UMM BENIN,SD,,,13.067,33.95,435.0,20071113,20190508
13336,627800,99999,ZALINGEI,SD,,HSZA,12.9,23.483,900.0,19490301,20131106
13337,627810,99999,EN NAHUD,SD,,,12.7,28.433,564.0,19490205,19971229
13338,627900,99999,NYALA,SD,,HSNN,12.05,24.883,643.0,19790101,20230413
13339,627950,99999,ABU NA'AMA,SD,,,12.733,34.133,445.0,19590101,19971228
13340,628010,99999,RENK,SD,,HSRN,11.75,32.783,282.0,19791101,20200408
13341,628020,99999,ER ROSEIRES,SU,,,11.85,34.383,463.9,19510110,19521231
13342,628030,99999,RASHAD,SD,,,11.867,31.05,885.0,19810908,19971231
13343,628050,99999,DAMAZIN,SD,,HSDZ,11.786,34.337,482.2,19730101,19971231
13344,628080,99999,GAZALA GAWZAT,SD,,,11.467,26.45,480.0,19741219,20050902
13345,628090,99999,BABANUSA,SD,,,11.333,27.817,453.0,19860301,20211125
13346,628100,99999,KADUGLI,SD,,HSLI,11.138,29.701,563.3,19740601,19971231
13347,628400,99999,MALAKAL,SS,,HSSM,9.559,31.652,393.5,19490301,20211101
13348,628500,99999,AWEIL / UWAYL,SS,,HSAW,8.767,27.4,414.0,20040610,20160111
13349,628550,99999,BENTIU,OD,,,9.233,29.833,389.0,19740625,20041112
13350,628600,99999,NASIR,SD,,HSNA,8.617,33.067,399.0,20040710,20101031
13351,628700,99999,GAMBELLA,ET,,HAGM,8.129,34.563,491.9,20010710,20200226
13352,628710,99999,RAGA,SS,,HSRJ,8.467,25.683,545.0,19880216,20150827
13353,628800,99999,WAU,SS,,HJWW,7.7,28.017,438.0,19490301,20230925
13354,628810,99999,AKOBO,SS,,HSAK,7.783,33.017,402.0,20040228,20121218
13355,628900,99999,TONJ,SS,,,7.283,28.75,429.0,20010813,20120606
13356,629050,99999,PIBOR POST,SD,,,6.8,33.133,510.0,20020325,20020430
13357,629310,99999,MARIDI,SS,,HSMD,4.917,29.467,749.0,19740626,19740626
13358,629400,99999,YAMBIO,SS,,HSYA,4.567,28.4,649.0,20011122,20040701
13359,629401,99999,BENTU,SS,,,9.217,29.817,609.6,20050513,20051207
13360,629407,99999,TUMBURA,SS,,HSTU,5.6,27.467,609.0,20130529,20200105
13361,629410,99999,JUBA,SS,,HSSJ,4.874,31.599,461.0,19490301,20230925
13362,629510,99999,NAGICHOT,SS,,,4.267,33.567,1980.0,20050127,20050127
13363,629550,99999,YEI,SS,,HSYE,4.083,30.667,830.0,20030124,20030124
13364,630060,99999,NACFA,ER,,,16.667,38.333,1676.0,19490130,20010921
13365,630100,99999,TESSENEI /FLT D-4,ER,,,15.133,36.7,615.1,19580215,19731001
13366,630130,99999,AGORDAT,ET,,HAAG,15.55,37.883,626.0,19490206,19780503
13367,630140,99999,KEREN,ER,,,15.75,38.45,1402.1,19490404,19631230
13368,630210,99999,ASMARA INTL,ER,,HHAS,15.292,38.911,2335.1,19431219,20220504
13369,630220,99999,GINDA,ER,,,15.433,39.083,960.1,19490130,19750707
13370,630230,99999,MASSAWA,ER,,HAMS,15.617,39.45,10.0,19490206,20030623
13371,630290,99999,ADI UGRI,ER,,,14.883,58.817,1972.1,19490209,19750908
13372,630300,99999,ADI KAIE /CAIEH,ER,,,14.833,39.333,2642.0,19490209,19631231
13373,630420,99999,BOGUS ETHIOPIAN,ET,,,,,,19880408,20010921
13374,630430,99999,ASSAB,ER,,,13.067,42.717,14.0,19490130,19951223
13375,631080,99999,MOORED BUOY,US,,,60.133,1.7,-999.0,20040131,20040131
13376,631100,99999,MOORED BUOY,US,,,59.5,1.517,-999.0,20041227,20041227
13377,631150,99999,TADJOURA,DJ,,,11.783,42.883,10.0,19520101,19581130
13378,631170,99999,BOGUS DJIBOUTI,DJ,,,,,,19860811,20021001
13379,631250,99999,DJIBOUTI,DJ,,HFFF,11.55,43.15,19.0,19520101,19971219
13380,631252,99999,DJIBOUTI/AMBOULI,DJ,,HFFF,11.55,43.133,13.0,19961201,20231006
13381,631260,99999,DJIBOUTI SO REP/PLATEAU DU S,BP,,,11.6,43.15,7.3,19490210,19640131
13382,631410,99999,DIKHIL,DJ,,,11.1,42.367,490.0,19520101,20130725
13383,631450,99999,OBOLEH,DJ,,,11.167,42.717,777.0,20120816,20120816
13384,631500,99999,BORAMA,SO,,,9.95,43.183,1454.0,19900807,20130922
13385,631600,99999,BERBERA,SO,,HCMI,10.389,44.941,9.1,19730101,20141221
13386,631700,99999,EGAL INTL,SO,,HCMH,9.518,44.089,1348.1,19520101,20211121
13387,631750,99999,BURAO,SO,,HCMV,9.517,45.567,1032.0,19730101,20070201
13388,631800,99999,ERIGAVO,SO,,,10.633,47.367,1743.0,19921215,20050725
13389,631900,99999,LAS-ANOD,SO,,,8.5,47.367,700.0,20050830,20051017
13390,632000,99999,ALULA,SO,,,11.95,50.733,2.0,19570113,20050512
13391,632100,99999,BOSASO,SO,,HCMF,11.283,49.183,2.0,19570104,20231006
13392,632200,99999,SCUSCIUBAN,SO,,,10.3,50.233,344.0,19570101,20050903
13393,632250,99999,GARDO,SO,,,9.517,49.083,812.0,19570103,20220410
13394,632270,99999,GAROE,SO,,,7.95,48.5,-999.9,19810204,20230925
13395,632280,99999,EIL,SO,,,7.95,49.783,-999.9,20080927,20080927
13396,632300,99999,GALCAYO,SO,,,6.85,47.267,302.0,19540104,20161007
13397,632350,99999,OBBIA,SO,,,5.333,48.567,10.0,19730801,19830208
13398,632370,99999,EL BUR,SO,,,4.7,46.617,175.0,19570101,20190720
13399,632400,99999,BELET UEN,SO,,,4.7,45.217,173.0,19570101,20190502
13400,632450,99999,HUDDUR,SO,,,4.183,43.867,-999.9,19930201,20030614
13401,632470,99999,ISCIA BAIDOA,SO,,,3.133,43.667,487.0,19570103,20051019
13402,632480,99999,LUG-GANANE,SO,,,3.583,42.45,-999.9,20051019,20051019
13403,632500,99999,BARDERA,SO,,,2.35,42.3,116.0,19570114,20220128
13404,632580,99999,AFGOI,SO,,,2.15,45.133,83.0,20030620,20030620
13405,632600,99999,MOGADISHU,SO,,HCMM,2.033,45.35,9.0,19490121,20231006
13406,632610,99999,GENALE,SO,,,1.833,44.75,69.0,20031018,20031018
13407,632620,99999,EL MUGNE,SO,,,1.717,44.767,12.0,20020608,20050311
13408,632650,99999,AFMADU,SO,,,0.517,42.067,29.0,20050624,20050624
13409,632660,99999,ALESSANDRA,SO,,,0.5,42.767,24.0,20020805,20051014
13410,632700,99999,CHISIMAIO,SO,,,-0.367,42.433,10.0,19570123,20050406
13411,632710,99999,JONTE,SO,,,-0.333,42.567,8.0,20100622,20100622
13412,633299,99999,AXUM,ET,,HAAX,14.147,38.773,2121.1,19890421,19891126
13413,633300,99999,MEKELE,ET,,HAMK,13.467,39.533,2254.3,19571209,20210627
13414,633310,99999,GONDER,ET,,HAGN,12.52,37.434,1965.7,19570101,20231002
13415,633320,99999,BAHIR DAR,ET,,HABD,11.608,37.322,1822.1,19731003,20231002
13416,633330,99999,COMBOLCHA/DESSIE,ET,,HADC,11.083,39.717,1864.0,19570104,20231002
13417,633340,99999,DEBRE MARCOS,ET,,HADM,10.35,37.717,2476.0,19570101,20230923
13418,633400,99999,LEKEMTE,ET,,,9.083,36.45,2080.0,19730909,20231002
13419,634020,99999,JIMMA,ET,,HAJM,7.666,36.817,1676.4,19570101,20231002
13420,634030,99999,GORE,ET,,HAGR,8.167,35.55,1974.0,19570101,20231002
13421,634043,99999,ASOSA,ET,,HASO,10.019,34.586,1554.5,20010128,20010128
13422,634064,99999,BUNNO BEDELE,ET,,HABB,8.45,36.333,50.0,20220413,20220413
13423,634500,99999,BOLE INTL,ET,,HAAB,8.978,38.799,2325.6,19570101,20231006
13424,634510,99999,HARAR MEDA (MIL),ET,,HAHM,8.733,39.0,1876.0,19570109,20231001
13425,634520,99999,AFDAM,ET,,,9.417,41.0,1153.0,19570109,20220304
13426,634530,99999,METEHARA,ET,,,8.867,39.9,930.0,19570101,20231002
13427,634531,99999,AWASH,ET,,HAAW,8.933,40.083,1052.0,19730101,19841226
13428,634590,99999,BOGUS ETHIOPIAN,ET,,,,,,19850701,20040313
13429,634600,99999,AWASSA (LAKE),ET,,HALA,7.067,38.05,1652.0,19730620,20231002
13430,634710,99999,DIRE DAWA INTL,ET,,HADR,9.625,41.854,1158.8,19570101,20231002
13431,634723,99999,MASSLO/MESLO,ET,,HAML,6.367,39.833,2274.0,20021218,20021218
13432,634730,99999,JIGGIGA,ET,,HAJJ,9.333,42.717,1644.0,19570101,20200317
13433,634740,99999,ROBE/BALE,ET,,,7.133,40.0,2480.0,19630118,20231002
13434,634750,99999,KABRE DARE /ETH-AFB,ET,,,6.75,44.267,450.0,19571017,19771015
13435,634760,99999,GHINNIR,ET,,,7.15,40.7,1844.0,19801116,20020408
13436,634763,99999,GHINNIR/GINIR,ET,,HAGH,7.15,40.717,1844.0,20050421,20050901
13437,634770,99999,...,ET,,,0.0,0.0,,19570119,19631207
13438,634780,99999,GODE,ET,,HAGO,5.935,43.579,254.2,19730104,20231002
13439,635000,99999,ARBA MINCH,ET,,HAAM,6.039,37.59,1189.0,19870301,20231002
13440,635320,99999,KIBRE MENGIST SW,ET,,,5.867,38.95,1770.0,19570101,19631219
13441,635330,99999,NEGHELLI (MIL),ET,,HANG,5.283,39.75,1455.0,19570101,20231002
13442,636020,99999,ARUA,UG,,HUAR,3.05,30.917,1211.0,19570101,20231006
13443,636120,99999,LODWAR,KE,,HKLO,3.122,35.609,522.7,19570101,20231006
13444,636190,99999,MOYALE LOWER (ODA),KE,,HKMY,3.533,39.05,1097.0,19570101,20231006
13445,636240,99999,MANDERA,KE,,HKMA,3.933,41.867,231.0,19570101,20231006
13446,636280,99999,PARAA,UG,,,2.3,31.583,693.0,19730719,20030909
13447,636300,99999,GULU,UG,,HUGU,2.806,32.272,1069.8,19570101,20231006
13448,636304,99999,LIRA,UG,,HULI,2.25,32.9,1091.0,19850408,20231006
13449,636310,99999,LIRA,KE,,,2.283,32.933,1189.0,20090801,20231005
13450,636350,99999,MOROTO,UG,,,2.517,34.583,1280.0,19570101,19741002
13451,636353,99999,MOROTO,UG,,,2.533,34.65,1280.0,19990118,20030623
13452,636410,99999,MARSABIT,KE,,HKMB,2.3,37.9,1345.0,19751201,20231006
13453,636540,99999,MASINDI,UG,,HUMI,1.683,31.717,1147.0,19630316,20231006
13454,636580,99999,SOROTI,UG,,HUSO,1.728,33.623,1126.8,19730101,20231006
13455,636610,99999,KITALE,KE,,HKKT,0.972,34.959,1850.1,19491101,20231006
13456,636630,99999,,,,,,,,19570101,19611231
13457,636710,99999,WAJIR,KE,,HKWJ,1.733,40.092,234.7,19570101,20231006
13458,636735,99999,MARA SERENA,KE,,HKMS,-1.405,35.008,1585.0,20111212,20190615
13459,636740,99999,KASESE,UG,,HUKS,0.183,30.1,961.0,19730101,20231006
13460,636760,99999,,,,,,,,19570101,19661231
13461,636763,99999,FORT PORTAL,UG,,HUFP,0.667,30.283,1533.0,20030617,20030617
13462,636800,99999,KAMPALA,UG,,,0.317,32.617,1140.0,19730102,20231004
13463,636820,99999,JINJA,UG,,HUJI,0.45,33.183,1173.0,19570101,20231006
13464,636840,99999,TORORO,UG,,HUTO,0.683,34.167,1171.0,19570101,20231006
13465,636860,99999,ELDORET,KE,,,0.483,35.3,2120.0,19570101,20231006
13466,636870,99999,KAKAMEGA,KE,,HKKG,0.271,34.787,1530.1,19841101,20231006
13467,636880,99999,EL DORET INTL,KE,,HKED,0.404,35.239,2150.1,20030330,20230315
13468,636940,99999,NANYUKI,KE,,,0.017,37.067,1946.5,19570101,19750808
13469,636943,99999,NANYUKI,KE,,HKNY,-0.067,37.033,1905.0,20001208,20170203
13470,636944,99999,MULIKA,KE,,HKMK,0.233,38.183,679.7,20111201,20130622
13471,636950,99999,MERU,KE,,HKME,0.083,37.65,1554.0,19570101,20231006
13472,636953,99999,ISIOLO,KE,,HKIS,0.35,37.583,1067.0,20030521,20030521
13473,637020,99999,MBARARA,UG,,HUMA,-0.617,30.65,1413.0,19570101,20231006
13474,637050,99999,ENTEBBE INTL,UG,,HUEN,0.042,32.444,1152.8,19490121,20231006
13475,637080,99999,KISUMU,KE,,HKKI,-0.086,34.729,1208.5,19490909,20231006
13476,637085,99999,ISII,KE,,,-0.683,34.7,0.0,19840207,19841127
13477,637090,99999,KISII,KE,,HKKS,-0.667,34.783,1493.0,19841110,20231006
13478,637100,99999,KERICHO,KE,,HKKR,-0.367,35.35,2184.0,19730719,20231006
13479,637110,99999,SUBA,KE,,,-0.4,34.133,1143.0,20120309,20160716
13480,637120,99999,EQUATOR SW,KE,,,-0.017,35.55,2762.0,19570101,19601231
13481,637140,99999,NAKURU,KE,,HKNK,-0.267,36.1,1901.0,19570101,20231006
13482,637170,99999,NYERI,KE,,HKNI,-0.5,36.967,1759.0,19790901,20231006
13483,637200,99999,EMBU,KE,,HKEM,-0.5,37.45,1493.0,19790901,20231006
13484,637230,99999,GARISSA,KE,,HKGA,-0.464,39.648,148.0,19570101,20231006
13485,637260,99999,KABALE,UG,,HUKB,-1.25,29.983,1869.0,19570101,20231006
13486,637290,99999,BUKOBA,TZ,,HTBU,-1.333,31.817,1137.0,19570101,20231006
13487,637330,99999,MUSOMA,TZ,,HTMU,-1.5,33.8,1147.0,19570101,20231006
13488,637335,99999,MAKAU,TZ,,HTMH,-3.367,34.833,1563.9,20110708,20230812
